label,x1,y1,t1,x2,y2,t2
312,11.987978120176976,55.45850811523115,62834000,11.987978120176976,55.45850811523115,62836000
313,6.224784390000016,55.55190334453046,63748000,6.224784390000016,55.55190334453046,63748000
314,6.294156869304979,55.586849897976776,79449000,6.294156869304979,55.586849897976776,79514000
315,6.293957740000007,55.58692701972416,80869913,6.293957740000007,55.58692701972416,80869913
316,6.293941996044662,55.58679505346469,77855000,6.293941996044662,55.58679505346469,78049000
317,6.293894077491549,55.586963909731146,79849000,6.293894077491549,55.586963909731146,81141000
318,6.2939026303236,55.58680733562292,51820805,6.2939026303236,55.58680733562292,51905272
319,6.233087169999999,55.5919649104772,53757560,6.233087169999999,55.5919649104772,53757560
320,6.226867447251134,55.58521876589126,54569000,6.226867447251134,55.58521876589126,54648000
321,6.2938254137399,55.586980687238245,57512000,6.2938254137399,55.586980687238245,58590000
322,6.294003925741892,55.586975242582106,77180000,6.294003925741892,55.586975242582106,77835000
323,6.29383532693441,55.58697419586097,78846000,6.29383532693441,55.58697419586097,79643010
324,6.2938924248741595,55.58717592974036,32100000,6.2938924248741595,55.58717592974036,32478000
325,6.293954784015844,55.58695137724627,33583000,6.293954784015844,55.58695137724627,34938000
326,6.294235277227477,55.58693157664762,69176000,6.294235277227477,55.58693157664762,69388757
327,6.294028490000001,55.58685179971292,71899000,6.294028490000001,55.58685179971292,71899000
328,6.293799974834743,55.58678512376305,36580000,6.293799974834743,55.58678512376305,37401318
329,6.1788205899999955,55.625050985460675,38679000,6.1788205899999955,55.625050985460675,38679000
330,6.29382665747024,55.58693086975314,54026115,6.29382665747024,55.58693086975314,54098000
331,6.1723027199999905,55.499549936901545,55483291,6.1723027199999905,55.499549936901545,55483291
332,10.387546276655492,55.401499309310346,59750611,10.387546276655492,55.401499309310346,59879927
333,10.405695369999998,55.367932158419706,61605402,10.405695369999998,55.367932158419706,61605402
334,10.406317223417327,55.36811282756597,40273850,10.406317223417327,55.36811282756597,40477816
335,10.406389029999996,55.36774539839419,41966000,10.406389029999996,55.36774539839419,41966000
